traits	region_exposure	country	country_exposure
India/ILSCV24918/2020	Southern Asia	India	India
India/NCDC-01326/2020	Southern Asia	India	India
India/NCDC-01638/2020	Southern Asia	India	India
India/NGC-CDFD-19/2020	Southern Asia	India	India
India/NIV-4622/2020	Southern Asia	India	India
India/NIV-7786/2020	Southern Asia	India	India
India/RMRC22/2020	Southern Asia	India	India
India/S22/2020	Southern Asia	India	India
Indonesia/EJ-ITD3101NT/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/EJ-ITD3590NT/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/JABAR-L4173/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/JKT-EIJK0317/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/JKT-EIJK07/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/JKT-EIJK2444/2020	Southeastern Asia	Indonesia	Indonesia
Indonesia/MND-EIJK06/2020	Southeastern Asia	Indonesia	Indonesia
Iran/HGRC-01-IPI-8206/2020	Southern Asia	Iran	Iran
Iran/HGRC-2-2162/2020	Southern Asia	Iran	Iran
Iran/IRVSH-01/2020	Southern Asia	Iran	Iran
Iran/IRVSH2/2020	Southern Asia	Iran	Iran
Iran/KHGRC-1.1-IPI-8206/2020	Southern Asia	Iran	Iran
Iran/KHGRC-2-2162/2020	Southern Asia	Iran	Iran
Iran/KHGRC-3-2178/2020	Southern Asia	Iran	Iran
Iran/PN2179/2020	Southern Asia	Iran	Iran
Ireland/20IRL22150/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL22673/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL22956/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL26172/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL27755/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL36562/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL40646/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL42691/2020	Northern Europe	Ireland	Ireland
Ireland/20IRL47314/2020	Northern Europe	Ireland	Ireland
Ireland/21023/2020	Northern Europe	Ireland	Ireland
Ireland/24042/2020	Northern Europe	Ireland	Ireland
Ireland/70IRL98345/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL06434/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL07343/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL07442/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL24965/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL72075/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL72362/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL79659/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL81038/2020	Northern Europe	Ireland	Ireland
Ireland/71IRL86818/2020	Northern Europe	Ireland	Ireland
Ireland/Cork2/2020	Northern Europe	Ireland	Ireland
Ireland/Limerick-19935/2020	Northern Europe	Ireland	Ireland
Israel/13075782/2020	Western Asia	Israel	Israel
Israel/2020087/2020	Western Asia	Israel	Israel
Israel/2047145/2020	Western Asia	Israel	Israel
Israel/2086008/2020	Western Asia	Israel	Israel
Israel/2113255/2020	Western Asia	Israel	Israel
Israel/51137031/2020	Western Asia	Israel	Israel
Israel/CVL-n-10864/2020	Western Asia	Israel	Israel
Israel/CVL-n-12003/2020	Western Asia	Israel	Israel
Israel/CVL-n-7501/2020	Western Asia	Israel	Israel
Israel/CVL-n25904/2020	Western Asia	Israel	Israel
Israel/ISR_JP0320/2020	Western Asia	Israel	Israel
Israel/n14265/2020	Western Asia	Israel	Israel
Italy/71205/2020	Southern Europe	Italy	Italy
Italy/73696/2020	Southern Europe	Italy	Italy
Italy/BG-5825-22Feb/2020	Southern Europe	Italy	Italy
Italy/BG-9209-26Feb/2020	Southern Europe	Italy	Italy
Italy/CEINGE-Naples1/2020	Southern Europe	Italy	Italy
Italy/CR-7070-24Feb/2020	Southern Europe	Italy	Italy
Italy/FVG-ICGEB_S211/2020	Southern Europe	Italy	Italy
Italy/FVG-ICGEB_S218/2020	Southern Europe	Italy	Italy
Italy/FVG-ICGEB_S26/2020	Southern Europe	Italy	Italy
Italy/FVG-ICGEB_atr18/2020	Southern Europe	Italy	Italy
Italy/FVG-ICGEB_bal1A/2020	Southern Europe	Italy	Italy
Italy/Hsacco-12/2020	Southern Europe	Italy	Italy
Italy/Hsacco-21/2020	Southern Europe	Italy	Italy
Italy/INMI10/2020	Southern Europe	Italy	Italy
Italy/INMI11-B/2020	Southern Europe	Italy	Italy
Italy/INMI17/2020	Southern Europe	Italy	Italy
Italy/INMI18/2020	Southern Europe	Italy	Italy
Italy/INMI19/2020	Southern Europe	Italy	Italy
Italy/INMI8/2020	Southern Europe	Italy	Italy
Italy/IZSPB_1259/2020	Southern Europe	Italy	Italy
Italy/Milan-UNIMI-1/2020	Southern Europe	Italy	Italy
Italy/NegrarVR_2/2020	Southern Europe	Italy	Italy
Italy/NegrarVR_3/2020	Southern Europe	Italy	Italy
Italy/NegrarVR_9/2020	Southern Europe	Italy	Italy
Italy/PV-5314-N/2020	Southern Europe	Italy	Italy
Italy/SPL1/2020	Southern Europe	Italy	Italy
Italy/TE26423/2020	Southern Europe	Italy	Italy
Italy/TE26969/2020	Southern Europe	Italy	Italy
Italy/TE4836/2020	Southern Europe	Italy	Italy
Italy/TE4959/2020	Southern Europe	Italy	Italy
Italy/TE5512/2020	Southern Europe	Italy	Italy
Italy/TE5674/2020	Southern Europe	Italy	Italy
Italy/TE5780/2020	Southern Europe	Italy	Italy
Italy/TE6225/2020	Southern Europe	Italy	Italy
Italy/TE6570/2020	Southern Europe	Italy	Italy
Italy/UnivPM1/2020	Southern Europe	Italy	Italy
Italy/VR_20COV25-80/2020	Southern Europe	Italy	Italy
Japan/PG-0015/2020	Eastern Asia	Japan	Japan
Japan/PG-0016/2020	Eastern Asia	Japan	Japan
Jingzhou/HBCDC-HB-01/2020	Eastern Asia	China	China
Kazakhstan/16173/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/16183/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/20679/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/26584/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/33496/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/34391/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/38533/2020	Central Asia	Kazakhstan	Kazakhstan
Kazakhstan/NCB-1/2020	Central Asia	Kazakhstan	Kazakhstan
Kuwait/KU09/2020	Western Asia	Kuwait	Kuwait
Kuwait/KU12/2020	Western Asia	Kuwait	Kuwait
Kuwait/KU17/2020	Western Asia	Kuwait	Kuwait
Kuwait/KU18/2020	Western Asia	Kuwait	Kuwait
Latvia/017/2020	Northern Europe	Latvia	Latvia
Latvia/018/2020	Northern Europe	Latvia	Latvia
Latvia/023/2020	Northern Europe	Latvia	Latvia
Latvia/024/2020	Northern Europe	Latvia	Latvia
Latvia/028/2020	Northern Europe	Latvia	Latvia
Latvia/030/2020	Northern Europe	Latvia	Latvia
Latvia/043/2020	Northern Europe	Latvia	Latvia
Latvia/049/2020	Northern Europe	Latvia	Latvia
Latvia/054/2020	Northern Europe	Latvia	Latvia
Latvia/055/2020	Northern Europe	Latvia	Latvia
Latvia/06/2020	Northern Europe	Latvia	Latvia
Latvia/070/2020	Northern Europe	Latvia	Latvia
Latvia/076/2020	Northern Europe	Latvia	Latvia
Latvia/085/2020	Northern Europe	Latvia	Latvia
Latvia/092/2020	Northern Europe	Latvia	Latvia
Latvia/094/2020	Northern Europe	Latvia	Latvia
Latvia/099/2020	Northern Europe	Latvia	Latvia
Lebanon/LB-R12/2020	Western Asia	Lebanon	Lebanon
Lebanon/S8_767/2020	Western Asia	Lebanon	Lebanon
Luxembourg/LNS0000001/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS0001029/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS0687874/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS1387711/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS1586475/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS1612000/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS1646752/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS1870254/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS3059908/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS3877212/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS5358505/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS5971805/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS6603085/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS7174465/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS8705424/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS9102295/2020	Western Europe	Luxembourg	Luxembourg
Luxembourg/LNS9207105/2020	Western Europe	Luxembourg	Luxembourg
Mexico/ALSR-1473/2020	Central America	Mexico	Mexico
Mexico/ALSR-1476/2020	Central America	Mexico	Mexico
Mexico/ALSR-1708/2020	Central America	Mexico	Mexico
Mexico/ALSR-1711/2020	Central America	Mexico	Mexico
Mexico/ALSR-1715/2020	Central America	Mexico	Mexico
Mexico/CDMX-INCMNSZ_01/2020	Central America	Mexico	Mexico
Mexico/CDMX-INCMNSZ_04/2020	Central America	Mexico	Mexico
Mexico/CDMX-INER_03/2020	Central America	Mexico	Mexico
Mexico/Chiapas-InDRE_02/2020	Central America	Mexico	Mexico
Mexico/EdoMex-InDRE_03/2020	Central America	Mexico	Mexico
Mexico/Edomex-InDRE-13/2020	Central America	Mexico	Mexico
Mexico/InDRE_20/2020	Central America	Mexico	Mexico
Mexico/InDRE_21/2020	Central America	Mexico	Mexico
Mexico/InDRE_24/2020	Central America	Mexico	Mexico
Mexico/InDRE_25/2020	Central America	Mexico	Mexico
Mexico/InDRE_29/2020	Central America	Mexico	Mexico
Mexico/InDRE_31/2020	Central America	Mexico	Mexico
Mexico/InDRE_34/2020	Central America	Mexico	Mexico
Mexico/QuintanaRoo-InDRE-14/2020	Central America	Mexico	Mexico
Morocco/15N/2020	Northern Africa	Morocco	Morocco
Morocco/6887/2020	Northern Africa	Morocco	Morocco
Morocco/6891/2020	Northern Africa	Morocco	Morocco
Morocco/6901/2020	Northern Africa	Morocco	Morocco
Morocco/6906/2020	Northern Africa	Morocco	Morocco
Morocco/CA24/2020	Northern Africa	Morocco	Morocco
Morocco/RA85/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-01/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-06/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-12/2020	Northern Africa	Morocco	Morocco
Morocco/RMPS-15/2020	Northern Africa	Morocco	Morocco
Morocco/refstage1/2020	Northern Africa	Morocco	Morocco
Nepal/61/2020	Eastern Asia	Nepal	China
Netherlands/Flevoland_6/2020	Western Europe	Netherlands	Netherlands
Netherlands/Friesland_25/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_125/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_153/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_163/2020	Western Europe	Netherlands	Netherlands
Netherlands/Gelderland_24/2020	Western Europe	Netherlands	Netherlands
Netherlands/Limburg_19/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_135/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_245/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_366/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_407/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_463/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_480/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_522/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_612/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_636/2020	Western Europe	Netherlands	Netherlands
Netherlands/NA_666/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_12/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_26/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordBrabant_83/2020	Western Europe	Netherlands	Netherlands
Netherlands/NoordHolland_15/2020	Western Europe	Netherlands	Netherlands
Netherlands/Overijssel_31/2020	Western Europe	Netherlands	Netherlands
Netherlands/Utrecht_18/2020	Western Europe	Netherlands	Netherlands
Netherlands/ZuidHolland_226/2020	Western Europe	Netherlands	Netherlands
Netherlands/ZuidHolland_76/2020	Western Europe	Netherlands	Netherlands
NorthMacedonia/2499/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2531/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2819/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/2979/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3017/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3193/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/3861/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/5016/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/5220/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/6497/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/7245/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/7808/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7903/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7907/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7911/2020	Southern Europe	North Macedonia	North Macedonia
NorthMacedonia/ChVir7918/2020	Southern Europe	North Macedonia	North Macedonia
NorthernIreland/NIRE-FC438/2020	Northern Europe	United Kingdom	United Kingdom
Norway/1493/2020	Northern Europe	Norway	Norway
Norway/1694/2020	Northern Europe	Norway	Norway
Norway/1949/2020	Northern Europe	Norway	Norway
Norway/2113/2020	Northern Europe	Norway	Norway
Norway/2390/2020	Northern Europe	Norway	Norway
Norway/2466/2020	Northern Europe	Norway	Norway
Norway/2499/2020	Northern Europe	Norway	Norway
Norway/2505/2020	Northern Europe	Norway	Norway
Norway/2508/2020	Northern Europe	Norway	Norway
Norway/2549/2020	Northern Europe	Norway	Norway
Norway/2599/2020	Northern Europe	Norway	Norway
Norway/2619/2020	Northern Europe	Norway	Norway
Norway/2660/2020	Northern Europe	Norway	Norway
Norway/2782/2020	Northern Europe	Norway	Norway
Norway/2809/2020	Northern Europe	Norway	Norway
Norway/2873/2020	Northern Europe	Norway	Norway
Norway/2880/2020	Northern Europe	Norway	Norway
Norway/Trondheim-S4/2020	Northern Europe	Norway	Norway
Oman/20099/2020	Western Asia	Oman	Oman
Oman/205027055/2020	Western Asia	Oman	Oman
Oman/205032386/2020	Western Asia	Oman	Oman
Oman/205035037/2020	Western Asia	Oman	Oman
Oman/205037001/2020	Western Asia	Oman	Oman
Oman/205039804/2020	Western Asia	Oman	Oman
Oman/205040106/2020	Western Asia	Oman	Oman
Oman/205043071/2020	Western Asia	Oman	Oman
Oman/810962/2020	Western Asia	Oman	Oman
Oman/8290/2020	Western Asia	Oman	Oman
Oman/B-6050/2020	Western Asia	Oman	Oman
Oman/C-5174/2020	Western Asia	Oman	Oman
Oman/RESP-20-1189/2020	Western Asia	Oman	Oman
Oman/RESP-20-2282/2020	Western Asia	Oman	Oman
Oman/RESP-20-2523/2020	Western Asia	Oman	Oman
Oman/RESP-20-5414/2020	Western Asia	Oman	Oman
Oman/RESP-20-797/2020	Western Asia	Oman	Oman
Pakistan/KHI1/2020	Southern Asia	Pakistan	Pakistan
Pakistan/Manga-KPK/2020	Southern Asia	Pakistan	Pakistan
Pakistan/NIH-45579/2020	Southern Asia	Pakistan	Pakistan
Panama/328723/2020	Central America	Panama	Panama
Panama/329593/2020	Central America	Panama	Panama
Panama/329682/2020	Central America	Panama	Panama
Panama/329694/2020	Central America	Panama	Panama
Panama/329752/2020	Central America	Panama	Panama
Panama/330130/2020	Central America	Panama	Panama
Panama/330490/2020	Central America	Panama	Panama
Panama/331797/2020	Central America	Panama	Panama
Panama/332389/2020	Central America	Panama	Panama
Panama/332668/2020	Central America	Panama	Panama
Panama/333271/2020	Central America	Panama	Panama
Panama/333400/2020	Central America	Panama	Panama
Panama/334036/2020	Central America	Panama	Panama
Panama/334038/2020	Central America	Panama	Panama
Panama/334245/2020	Central America	Panama	Panama
Panama/334687/2020	Central America	Panama	Panama
Panama/335156/2020	Central America	Panama	Panama
Panama/335382/2020	Central America	Panama	Panama
Panama/335800/2020	Central America	Panama	Panama
Panama/336417/2020	Central America	Panama	Panama
Panama/336897/2020	Central America	Panama	Panama
Panama/337640/2020	Central America	Panama	Panama
Panama/338362/2020	Central America	Panama	Panama
Panama/338640/2020	Central America	Panama	Panama
Panama/338641/2020	Central America	Panama	Panama
Panama/340239/2020	Central America	Panama	Panama
Panama/341008/2020	Central America	Panama	Panama
Peru/01-2/2020	South America	Peru	Peru
Peru/01/2020	South America	Peru	Peru
Peru/010/2020	South America	Peru	Peru
Peru/INS-002/2020	South America	Peru	Peru
Peru/INS-003/2020	South America	Peru	Peru
Peru/INS-004/2020	South America	Peru	Peru
Peru/INS-006/2020	South America	Peru	Peru
Peru/INS-008/2020	South America	Peru	Peru
Peru/INS-009/2020	South America	Peru	Peru
Peru/INS-011/2020	South America	Peru	Peru
Peru/INS-012/2020	South America	Peru	Peru
Peru/INS-013/2020	South America	Peru	Peru
Peru/INS-014/2020	South America	Peru	Peru
Peru/INS-015/2020	South America	Peru	Peru
Peru/INS-016/2020	South America	Peru	Peru
Peru/INS-017/2020	South America	Peru	Peru
Peru/INS-018/2020	South America	Peru	Peru
Peru/INS-019/2020	South America	Peru	Peru
Peru/INS-020/2020	South America	Peru	Peru
Peru/INS-021/2020	South America	Peru	Peru
Peru/INS-022/2020	South America	Peru	Peru
Peru/INS-025/2020	South America	Peru	Peru
Peru/INS-026/2020	South America	Peru	Peru
Peru/INS-028/2020	South America	Peru	Peru
Peru/INS-029/2020	South America	Peru	Peru
Peru/INS-030/2020	South America	Peru	Peru
Peru/INS-032/2020	South America	Peru	Peru
Peru/INS-033/2020	South America	Peru	Peru
Peru/INS-035/2020	South America	Peru	Peru
Peru/INS-038/2020	South America	Peru	Peru
Peru/INS-039/2020	South America	Peru	Peru
Peru/INS-040/2020	South America	Peru	Peru
Peru/INS-041/2020	South America	Peru	Peru
Peru/INS-042/2020	South America	Peru	Peru
Peru/INS-043/2020	South America	Peru	Peru
Peru/INS-044/2020	South America	Peru	Peru
Peru/INS-058/2020	South America	Peru	Peru
Peru/INS-079/2020	South America	Peru	Peru
Peru/INS-080/2020	South America	Peru	Peru
Peru/INS-081/2020	South America	Peru	Peru
Peru/INS-082/2020	South America	Peru	Peru
Philippines/PH-RITM-0015/2020	Southeastern Asia	Philippines	Philippines
Philippines/PH-RITM-0016/2020	Southeastern Asia	Philippines	Philippines
Philippines/PH-RITM-0020/2020	Southeastern Asia	Philippines	Philippines
Philippines/RITM-01/2020	Southeastern Asia	Philippines	Philippines
Philippines/RITM-03/2020	Southeastern Asia	Philippines	Philippines
Philippines/RITM-07/2020	Southeastern Asia	Philippines	Philippines
Pingxiang/JX5/2020	Eastern Asia	China	China
Poland/1140683/2020	Eastern Europe	Poland	Poland
Poland/1157220/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_1_69/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_3_57/2020	Eastern Europe	Poland	Poland
Poland/IHG_PAS_4_67/2020	Eastern Europe	Poland	Poland
Poland/PL_P17/2020	Eastern Europe	Poland	Poland
Poland/PL_P3/2020	Eastern Europe	Poland	Poland
Poland/PL_P31/2020	Eastern Europe	Poland	Poland
Poland/PL_P33/2020	Eastern Europe	Poland	Poland
Poland/PL_P38/2020	Eastern Europe	Poland	Poland
Poland/PL_P46/2020	Eastern Europe	Poland	Poland
Poland/Pom10/2020	Eastern Europe	Poland	Poland
Poland/Pom6/2020	Eastern Europe	Poland	Poland
Poland/Sla8/2020	Eastern Europe	Poland	Poland
Portugal/IGC2991/2020	Southern Europe	Portugal	Portugal
Portugal/IGC3652/2020	Southern Europe	Portugal	Portugal
Portugal/IGC4023/2020	Southern Europe	Portugal	Portugal
Portugal/IGC4403/2020	Southern Europe	Portugal	Portugal
Portugal/PT0014/2020	Southern Europe	Portugal	Portugal
Portugal/PT0124/2020	Southern Europe	Portugal	Portugal
Portugal/PT0215/2020	Southern Europe	Portugal	Portugal
Portugal/PT0306/2020	Southern Europe	Portugal	Portugal
Portugal/PT0471/2020	Southern Europe	Portugal	Portugal
Portugal/PT0476/2020	Southern Europe	Portugal	Portugal
Portugal/PT0554/2020	Southern Europe	Portugal	Portugal
Portugal/PT0816/2020	Southern Europe	Portugal	Portugal
Portugal/PT0858/2020	Southern Europe	Portugal	Portugal
Portugal/PT0875/2020	Southern Europe	Portugal	Portugal
Portugal/PT0959/2020	Southern Europe	Portugal	Portugal
Portugal/PT0967/2020	Southern Europe	Portugal	Portugal
Portugal/PT1136/2020	Southern Europe	Portugal	Portugal
Portugal/PT1174/2020	Southern Europe	Portugal	Portugal
Portugal/PT1413/2020	Southern Europe	Portugal	Portugal
Portugal/PT1522/2020	Southern Europe	Portugal	Portugal
Portugal/R1290/2020	Southern Europe	Portugal	Portugal
Qatar/QA08/2020	Western Asia	Qatar	Qatar
Qatar/QA11/2020	Western Asia	Qatar	Qatar
Qatar/QA15/2020	Western Asia	Qatar	Qatar
Qatar/QA22/2020	Western Asia	Qatar	Qatar
Romania/278406/2020	Eastern Europe	Romania	Romania
Romania/284168/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-12296/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-13907/2020	Eastern Europe	Romania	Romania
Romania/Bucuresti-4105/2020	Eastern Europe	Romania	Romania
Romania/ChVir7246/2020	Eastern Europe	Romania	Romania
Romania/Mioveni-24095/2020	Eastern Europe	Romania	Romania
Romania/ROSV_11161/2020	Eastern Europe	Romania	Romania
Romania/ROSV_11967/2020	Eastern Europe	Romania	Romania
Romania/ROSV_12442/2020	Eastern Europe	Romania	Romania
Romania/ROSV_12619/2020	Eastern Europe	Romania	Romania
Romania/ROSV_13429/2020	Eastern Europe	Romania	Romania
Romania/ROSV_3169/2020	Eastern Europe	Romania	Romania
Romania/ROSV_4657/2020	Eastern Europe	Romania	Romania
Romania/ROSV_9826/2020	Eastern Europe	Romania	Romania
Romania/Suceava-5709/2020	Eastern Europe	Romania	Romania
Russia/CRIE162784/2020	Eastern Europe	Russia	Russia
Russia/Krasnodar-63401/2020	Eastern Europe	Russia	Russia
Russia/Novosibirsk-RII27315S/2020	Eastern Europe	Russia	Russia
Russia/Novosibirsk-RII27321S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII15163S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII16106S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII18090S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII21769S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII21797S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII4706S/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII6790V/2020	Eastern Europe	Russia	Russia
Russia/StPetersburg-RII7501S/2020	Eastern Europe	Russia	Russia
Russia/Tver-72601/2020	Eastern Europe	Russia	Russia
Russia/Yakutia-83301/2020	Eastern Europe	Russia	Russia
SaudiArabia/492/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/509/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/596/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/640/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAIMRC13/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH1018/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH545/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH546/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH722/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH870/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-JEDDAH991/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Jeddah70/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH1072/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH1110/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH516/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH609/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-MADINAH859/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Madinah263/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KAUST-Makkah230/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/KFSHRC42/2020	Western Asia	Saudi Arabia	Saudi Arabia
SaudiArabia/SCDC-3324/2020	Western Asia	Saudi Arabia	Saudi Arabia
Scotland/CVR139/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/CVR2192/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/CVR3816/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/CVR3939/2020	Northern Europe	United Kingdom	United Kingdom
Scotland/EDB3781/2020	Northern Europe	United Kingdom	United Kingdom
Senegal/003/2020	Western Africa	Senegal	Senegal
Senegal/020/2020	Western Africa	Senegal	Senegal
Senegal/1351/2020	Western Africa	Senegal	Senegal
Senegal/136/2020	Western Africa	Senegal	Senegal
Senegal/45557/2020	Western Africa	Senegal	Senegal
Senegal/52907/2020	Western Africa	Senegal	Senegal
Senegal/5986/2020	Western Africa	Senegal	Senegal
Senegal/610/2020	Western Africa	Senegal	Senegal
Senegal/63742/2020	Western Africa	Senegal	Senegal
Senegal/6430/2020	Western Africa	Senegal	Senegal
Senegal/65601/2020	Western Africa	Senegal	Senegal
Senegal/6762/2020	Western Africa	Senegal	Senegal
Senegal/6847/2020	Western Africa	Senegal	Senegal
Senegal/83493/2020	Western Africa	Senegal	Senegal
Serbia/CA3002-04/2020	Southern Europe	Serbia	Serbia
Serbia/KV26/2020	Southern Europe	Serbia	Serbia
Serbia/KV27-04/2020	Southern Europe	Serbia	Serbia
Serbia/KV52-12-05/2020	Southern Europe	Serbia	Serbia
Serbia/KV57-12-07/2020	Southern Europe	Serbia	Serbia
Serbia/KV77-04/2020	Southern Europe	Serbia	Serbia
Serbia/NP07-15-07/2020	Southern Europe	Serbia	Serbia
Serbia/NS838-04/2020	Southern Europe	Serbia	Serbia
Serbia/NoviPazar-363/2020	Southern Europe	Serbia	Serbia
Serbia/UE06-28-04/2020	Southern Europe	Serbia	Serbia
Shenzhen/HKU-SZ-002/2020	Eastern Asia	China	China
Shenzhen/HKU-SZ-005/2020	Eastern Asia	China	China
Sichuan/IVDC-SC-001/2020	Eastern Asia	China	China
Slovenia/12304/2020	Southern Europe	Slovenia	Slovenia
Slovenia/4584/2020	Southern Europe	Slovenia	Slovenia
Slovenia/808/2020	Southern Europe	Slovenia	Slovenia
Slovenia/MB0329/2020	Southern Europe	Slovenia	Slovenia
