traits	region_exposure	country	country_exposure
Algeria/G0638_2264/2020	Northern Africa	Algeria	Algeria
Algeria/G0640_2265/2020	Northern Africa	Algeria	Algeria
Algeria/G0860_2262/2020	Northern Africa	Algeria	Algeria
Argentina/C1374/2020	South America	Argentina	Argentina
Argentina/C3013/2020	South America	Argentina	Argentina
Argentina/Heritas_HG001/2020	South America	Argentina	Argentina
Argentina/Heritas_HG006/2020	South America	Argentina	Argentina
Argentina/Heritas_HG014/2020	South America	Argentina	Argentina
Argentina/Heritas_HG015/2020	South America	Argentina	Argentina
Argentina/PAIS-A0001/2020	South America	Argentina	Argentina
Argentina/PAIS-A0002/2020	South America	Argentina	Argentina
Argentina/PAIS-A0007/2020	South America	Argentina	Argentina
Argentina/PAIS-A0017/2020	South America	Argentina	Argentina
Argentina/PAIS-A0019/2020	South America	Argentina	Argentina
Argentina/PAIS-A0025/2020	South America	Argentina	Argentina
Argentina/PAIS-G0001/2020	South America	Argentina	Argentina
Australia/NSW04/2020	Oceania	Australia	Australia
Australia/NSW152/2020	Oceania	Australia	Australia
Australia/NSW2154/2020	Oceania	Australia	Australia
Australia/NSW219/2020	Oceania	Australia	Australia
Australia/NSW488/2020	Oceania	Australia	Australia
Australia/NSW627/2020	Oceania	Australia	Australia
Australia/NSW636/2020	Oceania	Australia	Australia
Australia/NSW689/2020	Oceania	Australia	Australia
Australia/NSW692/2020	Oceania	Australia	Australia
Australia/NSW712/2020	Oceania	Australia	Australia
Australia/QLD04/2020	Oceania	Australia	Australia
Australia/VIC1136/2020	Oceania	Australia	Australia
Australia/VIC1267/2020	Oceania	Australia	Australia
Australia/VIC1507/2020	Oceania	Australia	Australia
Australia/VIC1591/2020	Oceania	Australia	Australia
Australia/VIC1615/2020	Oceania	Australia	Australia
Australia/VIC1726/2020	Oceania	Australia	Australia
Australia/VIC1804/2020	Oceania	Australia	Australia
Australia/VIC1894/2020	Oceania	Australia	Australia
Australia/VIC1951/2020	Oceania	Australia	Australia
Australia/VIC2151/2020	Oceania	Australia	Australia
Australia/VIC254/2020	Oceania	Australia	Australia
Australia/VIC456/2020	Oceania	Australia	Australia
Australia/VPRL014/2020	Oceania	Australia	Australia
Australia/WA11/2020	Oceania	Australia	Australia
Australia/WA42/2020	Oceania	Australia	Australia
Australia/WA70/2020	Oceania	Australia	Australia
Austria/CeMM0032/2020	Western Europe	Austria	Austria
Austria/CeMM0112/2020	Western Europe	Austria	Austria
Austria/CeMM0125/2020	Western Europe	Austria	Austria
Austria/CeMM0143/2020	Western Europe	Austria	Austria
Austria/CeMM0148/2020	Western Europe	Austria	Austria
Austria/CeMM0204/2020	Western Europe	Austria	Austria
Austria/CeMM0363/2020	Western Europe	Austria	Austria
Austria/CeMM0409/2020	Western Europe	Austria	Austria
Austria/CeMM0448/2020	Western Europe	Austria	Austria
Austria/CeMM0516/2020	Western Europe	Austria	Austria
Austria/CeMM0536/2020	Western Europe	Austria	Austria
Austria/CeMM0546/2020	Western Europe	Austria	Austria
Austria/CeMM0639/2020	Western Europe	Austria	Austria
Austria/Graz-MUG17/2020	Western Europe	Austria	Austria
Bahrain/03/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-01/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-05/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-06/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-11/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-19/2020	Western Asia	Bahrain	Bahrain
Bahrein/BAH-22/2020	Western Asia	Bahrain	Bahrain
Bangladesh/BCSIR-NILMRC_077/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/BCSIR-NILMRC_237/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/BCSIR-NILMRC_352/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/BCSIR-NILMRC_367/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/BCSIR-NILMRC_374/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/CHRF_0002/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/CHRF_0003/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/CHRF_0009/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/CHRF_0011/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/CHRF_0015/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/DU_50758/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/NIB_01/2020	Southern Asia	Bangladesh	Bangladesh
Beijing/WH-09/2020	Eastern Asia	China	China
Belgium/BA-02291/2020	Western Europe	Belgium	Belgium
Belgium/BS-030598/2020	Western Europe	Belgium	Belgium
Belgium/BS-0325183/2020	Western Europe	Belgium	Belgium
Belgium/BS-0331361/2020	Western Europe	Belgium	Belgium
Belgium/DRR-0401366/2020	Western Europe	Belgium	Belgium
Belgium/EM-0407403/2020	Western Europe	Belgium	Belgium
Belgium/ITM_C161/2020	Western Europe	Belgium	Belgium
Belgium/ITM_C285/2020	Western Europe	Belgium	Belgium
Belgium/JRH-030459/2020	Western Europe	Belgium	Belgium
Belgium/MC-0323129/2020	Western Europe	Belgium	Belgium
Belgium/NKMA-0324172/2020	Western Europe	Belgium	Belgium
Belgium/NMA-0324169/2020	Western Europe	Belgium	Belgium
Belgium/OTG-0401375/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0328199/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0329230/2020	Western Europe	Belgium	Belgium
Belgium/Rega-0330251/2020	Western Europe	Belgium	Belgium
Belgium/SC-0319113/2020	Western Europe	Belgium	Belgium
Belgium/SC-0325380/2020	Western Europe	Belgium	Belgium
Belgium/TG-030757/2020	Western Europe	Belgium	Belgium
Belgium/UGent-122/2020	Western Europe	Belgium	Belgium
Belgium/UGent-140/2020	Western Europe	Belgium	Belgium
Belgium/UGent-142/2020	Western Europe	Belgium	Belgium
Belgium/UGent-2/2020	Western Europe	Belgium	Belgium
Belgium/UGent-37/2020	Western Europe	Belgium	Belgium
Belgium/UGent-45/2020	Western Europe	Belgium	Belgium
Belgium/UGent-85/2020	Western Europe	Belgium	Belgium
Belgium/UGent-96/2020	Western Europe	Belgium	Belgium
Belgium/UGent-97/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10046/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10056/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10095/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10096/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10109/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10124/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10128/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10168/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10171/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10188/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10199/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10214/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10234/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10239/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10243/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10258/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10260/2020	Western Europe	Belgium	Belgium
Belgium/ULG-10268/2020	Western Europe	Belgium	Belgium
Belgium/ULG-3683/2020	Western Europe	Belgium	Belgium
Belgium/ULG-6842/2020	Western Europe	Belgium	Belgium
Belgium/ULG-9714/2020	Western Europe	Belgium	Belgium
Belgium/VHC-030655/2020	Western Europe	Belgium	Belgium
Belgium/VJP-030463/2020	Western Europe	Belgium	Belgium
Belgium/rega-0407283/2020	Western Europe	Belgium	Belgium
Belgium/rega-0409437/2020	Western Europe	Belgium	Belgium
Belgium/rega-0418422/2020	Western Europe	Belgium	Belgium
Belgium/rega-0423303/2020	Western Europe	Belgium	Belgium
Belize/CDC-6840/2020	Central America	Belize	Belize
Belize/CDC-6846/2020	Central America	Belize	Belize
Belize/CDC-6851/2020	Central America	Belize	Belize
Belize/CDC-6852/2020	Central America	Belize	Belize
BosniaandHerzegovina/01-Livno/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/02-BanjaLuka/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/04-Sarajevo/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7340/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7350/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7353/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7354/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7360/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7365/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7372/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7377/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
BosniaandHerzegovina/ChVir7402/2020	Southern Europe	Bosnia and Herzegovina	Bosnia and Herzegovina
Brazil/AL-837/2020	South America	Brazil	Brazil
Brazil/L20_CD427/2020	South America	Brazil	Brazil
Brazil/L20_CD429/2020	South America	Brazil	Brazil
Brazil/L21_CD448/2020	South America	Brazil	Brazil
Brazil/L8_CD110/2020	South America	Brazil	Brazil
Brazil/L8_CD114/2020	South America	Brazil	Brazil
Brazil/MG-0109/2020	South America	Brazil	Brazil
Brazil/PE-COV0260/2020	South America	Brazil	Brazil
Brazil/PR-LRV-01/2020	South America	Brazil	Brazil
Brazil/RJ-0395/2020	South America	Brazil	Brazil
Brazil/RJ-2683/2020	South America	Brazil	Brazil
Brazil/RJ-DCVTV507Q/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C194/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C35/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C42/2020	South America	Brazil	Brazil
Brazil/RJ-INCA-C94/2020	South America	Brazil	Brazil
Brazil/RJ-UFRJ-1784/2020	South America	Brazil	Brazil
Brazil/RJ0263/2020	South America	Brazil	Brazil
Brazil/RO-03/2020	South America	Brazil	Brazil
Brazil/RO-08/2020	South America	Brazil	Brazil
Brazil/SC-769/2020	South America	Brazil	Brazil
Brazil/SP-127/2020	South America	Brazil	Brazil
Brazil/SP-13/2020	South America	Brazil	Brazil
Brazil/SP-159/2020	South America	Brazil	Brazil
Brazil/SP-516/2020	South America	Brazil	Brazil
Brazil/SP-600/2020	South America	Brazil	Brazil
Brazil/SP-632/2020	South America	Brazil	Brazil
Brazil/SP-L1-CAMPI14/2020	South America	Brazil	Brazil
Brazil/SP-L1-CAMPI16/2020	South America	Brazil	Brazil
Brazil/SP-L10-CD144/2020	South America	Brazil	Brazil
Brazil/SP-L14-CD235/2020	South America	Brazil	Brazil
Brazil/SP-L14-CD240/2020	South America	Brazil	Brazil
Brazil/SP-L16-CD341/2020	South America	Brazil	Brazil
Brazil/SP-L16-CD386/2020	South America	Brazil	Brazil
Brazil/SP-L7-CD73/2020	South America	Brazil	Brazil
Bucuresti/ChVir7245/2020	Eastern Europe	Romania	Romania
Bulgaria/06/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/15/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/17/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/18/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/21/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/23/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/24/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/27/2020	Eastern Europe	Bulgaria	Bulgaria
Bulgaria/41/2020	Eastern Europe	Bulgaria	Bulgaria
Canada/AB-Z0001/2020	North America	Canada	Canada
Canada/AB-Z0002/2020	North America	Canada	Canada
Canada/BC_4118226/2020	North America	Canada	Canada
Canada/BC_6489864/2020	North America	Canada	Canada
Canada/NL_83/2020	North America	Canada	Canada
Canada/NL_96/2020	North America	Canada	Canada
Canada/NS_40/2020	North America	Canada	Canada
Canada/ON-UHTC_0023/2020	North America	Canada	Canada
Canada/ON-UHTC_0042/2020	North America	Canada	Canada
Canada/ON-UHTC_0085/2020	North America	Canada	Canada
Canada/ON_MU-S312/2020	North America	Canada	Canada
Canada/ON_ON-VIDO-01-2/2020	North America	Canada	Canada
Canada/ON_PHL0976/2020	North America	Canada	Canada
Canada/ON_PHL2259/2020	North America	Canada	Canada
Canada/ON_PHL5472/2020	North America	Canada	Canada
Canada/ON_QGLO-012/2020	North America	Canada	Canada
Canada/QC_AB1/2020	North America	Canada	Canada
Canada/QC_AN8/2020	North America	Canada	Canada
Canada/QC_AP1/2020	North America	Canada	Canada
Canada/QC_AT6/2020	North America	Canada	Canada
Canada/Qc-L00240979/2020	North America	Canada	Canada
Chile/Chillan_1/2020	South America	Chile	Chile
Chile/Copiapo-00006/2020	South America	Chile	Chile
Chile/Huasco-00013/2020	South America	Chile	Chile
Chile/Puerto_Montt_1/2020	South America	Chile	Chile
Chile/Puerto_Montt_3/2020	South America	Chile	Chile
Chile/Punta_Arenas_16/2020	South America	Chile	Chile
Chile/Punta_Arenas_7/2020	South America	Chile	Chile
Chile/Rancagua_7/2020	South America	Chile	Chile
Chile/Santiago_12/2020	South America	Chile	Chile
Chile/Santiago_19/2020	South America	Chile	Chile
Chile/Santiago_22/2020	South America	Chile	Chile
Chile/Santiago_28/2020	South America	Chile	Chile
Chile/Santiago_3/2020	South America	Chile	Chile
Chile/Santiago_30/2020	South America	Chile	Chile
Chile/Santiago_37/2020	South America	Chile	Chile
Chile/Santiago_4/2020	South America	Chile	Chile
Chile/Santiago_41/2020	South America	Chile	Chile
Chile/Santiago_44/2020	South America	Chile	Chile
Chile/Santiago_46/2020	South America	Chile	Chile
Chile/Santiago_49/2020	South America	Chile	Chile
Chile/Santiago_62/2020	South America	Chile	Chile
Chile/Santiago_72/2020	South America	Chile	Chile
Chile/Santiago_74/2020	South America	Chile	Chile
Chile/Santiago_79/2020	South America	Chile	Chile
Chile/Temuco_13/2020	South America	Chile	Chile
Chile/Temuco_3/2020	South America	Chile	Chile
Chile/Temuco_5/2020	South America	Chile	Chile
Chile/Valparaiso_5/2020	South America	Chile	Chile
Chile/VinaDelMar-28875/2020	South America	Chile	Chile
Colombia/84730/2020	South America	Colombia	Colombia
Colombia/95663/2020	South America	Colombia	Colombia
Colombia/Bogota78390/2020	South America	Colombia	Colombia
Colombia/GUR-0458/2020	South America	Colombia	Colombia
Colombia/GUR-0459/2020	South America	Colombia	Colombia
Colombia/GUR-0627/2020	South America	Colombia	Colombia
Colombia/GUR-0920/2020	South America	Colombia	Colombia
Colombia/GUV-92183/2020	South America	Colombia	Colombia
Colombia/GUV-92252/2020	South America	Colombia	Colombia
Colombia/GVI-93355/2020	South America	Colombia	Colombia
Colombia/GVI-93366/2020	South America	Colombia	Colombia
Colombia/GVI-93394/2020	South America	Colombia	Colombia
Colombia/GVI-98006/2020	South America	Colombia	Colombia
Colombia/GVI97223/2020	South America	Colombia	Colombia
Colombia/INS-103039/2020	South America	Colombia	Colombia
Colombia/INS-103303/2020	South America	Colombia	Colombia
Colombia/INS-79773/2020	South America	Colombia	Colombia
Colombia/INS-80245/2020	South America	Colombia	Colombia
Colombia/INS-80705/2020	South America	Colombia	Colombia
Colombia/INS-81279/2020	South America	Colombia	Colombia
CostaRica/CRV-0009/2020	Central America	Costa Rica	Costa Rica
CostaRica/CRV-0023/2020	Central America	Costa Rica	Costa Rica
CostaRica/CV-0007/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0034/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0045/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0052/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0055/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0058/2020	Central America	Costa Rica	Costa Rica
CostaRica/INC-0067/2020	Central America	Costa Rica	Costa Rica
Croatia/14412_Koprivnica/2020	Southern Europe	Croatia	Croatia
Croatia/1560_Split/2020	Southern Europe	Croatia	Croatia
Croatia/17-S7new/2020	Southern Europe	Croatia	Croatia
Croatia/361_Pula/2020	Southern Europe	Croatia	Croatia
Croatia/LG-S2new/2020	Southern Europe	Croatia	Croatia
Croatia/ZG-297-20/2020	Southern Europe	Croatia	Croatia
Cyprus/001/2020	Western Asia	Cyprus	Cyprus
Cyprus/003/2020	Western Asia	Cyprus	Cyprus
Cyprus/005/2020	Western Asia	Cyprus	Cyprus
Cyprus/006/2020	Western Asia	Cyprus	Cyprus
Cyprus/007/2020	Western Asia	Cyprus	Cyprus
Cyprus/008/2020	Western Asia	Cyprus	Cyprus
Denmark/ALAB-HH-165/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-241/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-247/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH-267/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-HH05/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-1393/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-579/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-770/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI-887/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI108/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI150/2020	Northern Europe	Denmark	Denmark
Denmark/ALAB-SSI480/2020	Northern Europe	Denmark	Denmark
Denmark/SSI-02/2020	Northern Europe	Denmark	Denmark
Ecuador/20640/2020	South America	Ecuador	Ecuador
Ecuador/23055/2020	South America	Ecuador	Ecuador
Ecuador/36192/2020	South America	Ecuador	Ecuador
Ecuador/36230/2020	South America	Ecuador	Ecuador
Ecuador/51908/2020	South America	Ecuador	Ecuador
Ecuador/52255/2020	South America	Ecuador	Ecuador
Ecuador/52438/2020	South America	Ecuador	Ecuador
Ecuador/HEE-01/2020	South America	Ecuador	Ecuador
Ecuador/HGSQ-USFQ-007/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-004/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-026/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-045/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-054/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-097/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-106/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-108/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-109/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-110/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-111/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-113/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-120/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-128/2020	South America	Ecuador	Ecuador
Ecuador/USFQ-133/2020	South America	Ecuador	Ecuador
Egypt/CUNCI-HGC013/2020	Northern Africa	Egypt	Egypt
Egypt/CUNCI-HGC5I001/2020	Northern Africa	Egypt	Egypt
Egypt/CUNCI-HGC6I024/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-011/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-020/2020	Northern Africa	Egypt	Egypt
Egypt/MASRI-030/2020	Northern Africa	Egypt	Egypt
Egypt/NRC-03/2020	Northern Africa	Egypt	Egypt
England/200690300/2020	Northern Europe	United Kingdom	United Kingdom
England/20078004004/2020	Northern Europe	United Kingdom	United Kingdom
England/20084031204/2020	Northern Europe	United Kingdom	United Kingdom
England/20094007004/2020	Northern Europe	United Kingdom	United Kingdom
England/201060005/2020	Northern Europe	United Kingdom	United Kingdom
England/201090974/2020	Northern Europe	United Kingdom	United Kingdom
England/20128037504/2020	Northern Europe	United Kingdom	United Kingdom
England/20132023904/2020	Northern Europe	United Kingdom	United Kingdom
England/20139031404/2020	Northern Europe	United Kingdom	United Kingdom
England/20144071004/2020	Northern Europe	United Kingdom	United Kingdom
England/201590080/2020	Northern Europe	United Kingdom	United Kingdom
England/20188035404/2020	Northern Europe	United Kingdom	United Kingdom
England/202822194/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1AB491/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1ADDEF/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-1B4FB2/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-72652/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-740CB/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-7C306/2020	Northern Europe	United Kingdom	United Kingdom
England/CAMB-83DE0/2020	Northern Europe	United Kingdom	United Kingdom
England/EXET-1361D0/2020	Northern Europe	United Kingdom	United Kingdom
England/GSTT-265D5BE/2020	Northern Europe	United Kingdom	United Kingdom
England/LCST-24D6EE1/2020	Northern Europe	United Kingdom	United Kingdom
England/LCST-24D7071/2020	Northern Europe	United Kingdom	United Kingdom
England/LIVE-9C221/2020	Northern Europe	United Kingdom	United Kingdom
England/LIVE-9EB24/2020	Northern Europe	United Kingdom	United Kingdom
England/LIVE-A4B1C/2020	Northern Europe	United Kingdom	United Kingdom
England/NORT-29DC6C/2020	Northern Europe	United Kingdom	United Kingdom
England/NORW-EEF29/2020	Northern Europe	United Kingdom	United Kingdom
England/NOTT-110D23/2020	Northern Europe	United Kingdom	United Kingdom
England/NOTT-112E79/2020	Northern Europe	United Kingdom	United Kingdom
England/SHEF-C6C11/2020	Northern Europe	United Kingdom	United Kingdom
England/SHEF-C9ECD/2020	Northern Europe	United Kingdom	United Kingdom
Finland/14M74/2020	Northern Europe	Finland	Finland
Finland/15MAY16S13/2020	Northern Europe	Finland	Finland
Finland/16M18/2020	Northern Europe	Finland	Finland
Finland/17A38S4/2020	Northern Europe	Finland	Finland
Finland/21A39S11/2020	Northern Europe	Finland	Finland
Finland/26M7974/2020	Northern Europe	Finland	Finland
Finland/28A54S11/2020	Northern Europe	Finland	Finland
Finland/2A71SVIIIA/2020	Northern Europe	Finland	Finland
Finland/5A40S4A10/2020	Northern Europe	Finland	Finland
Finland/7May92S23/2020	Northern Europe	Finland	Finland
Finland/FIN01032020/2020	Northern Europe	Finland	Finland
Foshan/20SF207/2020	Eastern Asia	China	China
France/ARA0592/2020	Western Europe	France	France
France/ARA08417/2020	Western Europe	France	France
France/ARA09588/2020	Western Europe	France	France
France/ARA10910/2020	Western Europe	France	France
France/ARA12485/2020	Western Europe	France	France
France/ARA13374/2020	Western Europe	France	France
France/ARA14997/2020	Western Europe	France	France
France/ARA16213/2020	Western Europe	France	France
France/ARA18275/2020	Western Europe	France	France
France/ARA20254/2020	Western Europe	France	France
France/ARA20829/2020	Western Europe	France	France
France/ARA23893/2020	Western Europe	France	France
France/Bourg-en-Bresse_06678/2020	Western Europe	France	France
France/Bourg-en-Bresse_06813/2020	Western Europe	France	France
France/FR/2020	Western Europe	France	France
France/GE1583-2/2020	Western Europe	France	France
France/HF1463/2020	Western Europe	France	France
France/HF2496/2020	Western Europe	France	France
France/HF3036/2020	Western Europe	France	France
France/HF3141/2020	Western Europe	France	France
France/HF3290/2020	Western Europe	France	France
France/IDF0372-isl/2020	Western Europe	France	France
France/IDF0626/2020	Western Europe	France	France
France/IDF2284/2020	Western Europe	France	France
France/IDF3359/2020	Western Europe	France	France
France/IDF5666/2020	Western Europe	France	France
France/IDF5986/2020	Western Europe	France	France
France/MP01829/2020	Western Europe	France	France
France/OCC-23/2020	Western Europe	France	France
France/OCC-29/2020	Western Europe	France	France
France/Pollionay_1733/2020	Western Europe	France	France
France/RA739/2020	Western Europe	France	France
Germany/BE-RKI-Z-0004/2020	Western Europe	Germany	Germany
Germany/BW-UT-003/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0002/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0014/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0061/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0079/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0249/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0281/2020	Western Europe	Germany	Germany
Germany/BY-MVP-0288/2020	Western Europe	Germany	Germany
Germany/BavPat14-ChVir1483/2020	Western Europe	Germany	Germany
Germany/BavPat3-ChVir1020/2020	Western Europe	Germany	Germany
Germany/MGZ-01/2020	Western Europe	Germany	Germany
Germany/NRW-07/2020	Western Europe	Germany	Germany
Germany/NRW-14/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-18/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-23/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-24/2020	Western Europe	Germany	Germany
Germany/NRW-MPP-30/2020	Western Europe	Germany	Germany
Germany/NW-RKI-N-0002/2020	Western Europe	Germany	Germany
Greece/127_HPI/2020	Southern Europe	Greece	Greece
Greece/14999_HPI/2020	Southern Europe	Greece	Greece
Greece/18799_HPI/2020	Southern Europe	Greece	Greece
Greece/224_35200/2020	Southern Europe	Greece	Greece
Greece/22565_HPI/2020	Southern Europe	Greece	Greece
Greece/24461_HPI/2020	Southern Europe	Greece	Greece
Greece/259_31928/2020	Southern Europe	Greece	Greece
Greece/48/2020	Southern Europe	Greece	Greece
Greece/8594_HPI/2020	Southern Europe	Greece	Greece
Greece/AYTH_3/2020	Southern Europe	Greece	Greece
Greece/NIC_5/2020	Southern Europe	Greece	Greece
Guangdong/20SF012/2020	Eastern Asia	China	China
Guangdong/20SF156/2020	Eastern Asia	China	China
Guatemala/CDC-1227/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1229/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1230/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1231/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1232/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1234/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1235/2020	Central America	Guatemala	Guatemala
Guatemala/CDC-1236/2020	Central America	Guatemala	Guatemala
Hungary/MBL-469/2020	Eastern Europe	Hungary	Hungary
Hungary/SRC-00572w/2020	Eastern Europe	Hungary	Hungary
Hungary/SRC-00792/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-7364/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-7729/2020	Eastern Europe	Hungary	Hungary
Hungary/UD-9953/2020	Eastern Europe	Hungary	Hungary
Hungary/mbl49/2020	Eastern Europe	Hungary	Hungary
Iceland/145/2020	Northern Europe	Iceland	Iceland
Iceland/401/2020	Northern Europe	Iceland	Iceland
Iceland/535/2020	Northern Europe	Iceland	Iceland
Iceland/560/2020	Northern Europe	Iceland	Iceland
Iceland/62/2020	Northern Europe	Iceland	Iceland
India/BJMC_1769/2020	Southern Asia	India	India
India/CCMB_L1819/2020	Southern Asia	India	India
India/CCMB_OM12/2020	Southern Asia	India	India
India/GBRC150a/2020	Southern Asia	India	India
India/GBRC231b/2020	Southern Asia	India	India
India/GBRC284a/2020	Southern Asia	India	India
India/GBRC331/2020	Southern Asia	India	India
India/GBRC335a/2020	Southern Asia	India	India
India/GBRC357b/2020	Southern Asia	India	India
India/GBRC6/2020	Southern Asia	India	India
India/IB38/2020	Southern Asia	India	India
