traits	region_exposure	country	country_exposure
Turkey/GLAB-CoV055/2020	Western Asia	Turkey	Turkey
Turkey/HSGM-510/2020	Western Asia	Turkey	Turkey
Turkey/HSGM-8003/2020	Western Asia	Turkey	Turkey
Turkey/IMU-SP-04/2020	Western Asia	Turkey	Turkey
Turkey/KOC-IST-B91/2020	Western Asia	Turkey	Turkey
Turkey/KOU-MG/2020	Western Asia	Turkey	Turkey
Turkey/KU-007/2020	Western Asia	Turkey	Turkey
Turkey/KU-008/2020	Western Asia	Turkey	Turkey
Turkey/KU-019/2020	Western Asia	Turkey	Turkey
Turkey/KU-028/2020	Western Asia	Turkey	Turkey
Turkey/KU-035/2020	Western Asia	Turkey	Turkey
Turkey/KU-044/2020	Western Asia	Turkey	Turkey
USA/CA-ALSR-1587/2020	North America	USA	USA-West
USA/CA-CSMC137/2020	North America	USA	USA-West
USA/CA-CZB-2211/2020	North America	USA	USA-West
USA/CA-CZB-2458/2020	North America	USA	USA-West
USA/CA-SCCPHD-UC106/2020	North America	USA	USA-West
USA/FL-BPHL-0236/2020	North America	USA	USA-South
USA/FL-BPHL-0238/2020	North America	USA	USA-South
USA/FL-BPHL-0589/2020	North America	USA	USA-South
USA/IL-UW-860/2020	North America	USA	USA-Midwest
USA/MD-HP00155/2020	North America	USA	USA-South
USA/MD-MDH-0031/2020	North America	USA	USA-South
USA/MI-MDHHS-SC21481/2020	North America	USA	USA-Midwest
USA/MI-MDHHS-SC21585/2020	North America	USA	USA-Midwest
USA/MI-MDHHS-SC21637/2020	North America	USA	USA-Midwest
USA/NY-NYUMC116/2020	New York City	USA	New York City
USA/NY-NYUMC12/2020	New York City	USA	New York City
USA/NY-NYUMC122/2020	New York City	USA	New York City
USA/NY-NYUMC147/2020	New York City	USA	New York City
USA/NY-NYUMC149/2020	New York City	USA	New York City
USA/NY-NYUMC154/2020	New York City	USA	New York City
USA/NY-NYUMC165/2020	New York City	USA	New York City
USA/NY-NYUMC168/2020	New York City	USA	New York City
USA/NY-NYUMC173/2020	New York City	USA	New York City
USA/NY-NYUMC178/2020	New York City	USA	New York City
USA/NY-NYUMC182/2020	New York City	USA	New York City
USA/NY-NYUMC188/2020	New York City	USA	New York City
USA/NY-NYUMC192/2020	New York City	USA	New York City
USA/NY-NYUMC210/2020	New York City	USA	New York City
USA/NY-NYUMC217/2020	New York City	USA	New York City
USA/NY-NYUMC237/2020	New York City	USA	New York City
USA/NY-NYUMC238/2020	New York City	USA	New York City
USA/NY-NYUMC240/2020	New York City	USA	New York City
USA/NY-NYUMC242/2020	New York City	USA	New York City
USA/NY-NYUMC245/2020	New York City	USA	New York City
USA/NY-NYUMC260/2020	New York City	USA	New York City
USA/NY-NYUMC261/2020	New York City	USA	New York City
USA/NY-NYUMC269/2020	New York City	USA	New York City
USA/NY-NYUMC29/2020	New York City	USA	New York City
USA/NY-NYUMC291/2020	New York City	USA	New York City
USA/NY-NYUMC293/2020	New York City	USA	New York City
USA/NY-NYUMC306/2020	New York City	USA	New York City
USA/NY-NYUMC309/2020	New York City	USA	New York City
USA/NY-NYUMC310/2020	New York City	USA	New York City
USA/NY-NYUMC315/2020	New York City	USA	New York City
USA/NY-NYUMC330/2020	New York City	USA	New York City
USA/NY-NYUMC331/2020	New York City	USA	New York City
USA/NY-NYUMC337/2020	New York City	USA	New York City
USA/NY-NYUMC352/2020	New York City	USA	New York City
USA/NY-NYUMC355/2020	New York City	USA	New York City
USA/NY-NYUMC360/2020	New York City	USA	New York City
USA/NY-NYUMC37/2020	New York City	USA	New York City
USA/NY-NYUMC399/2020	New York City	USA	New York City
USA/NY-NYUMC42/2020	New York City	USA	New York City
USA/NY-NYUMC432/2020	New York City	USA	New York City
USA/NY-NYUMC434/2020	New York City	USA	New York City
USA/NY-NYUMC439/2020	New York City	USA	New York City
USA/NY-NYUMC457/2020	New York City	USA	New York City
USA/NY-NYUMC459/2020	New York City	USA	New York City
USA/NY-NYUMC46/2020	New York City	USA	New York City
USA/NY-NYUMC494/2020	New York City	USA	New York City
USA/NY-NYUMC495/2020	New York City	USA	New York City
USA/NY-NYUMC508/2020	New York City	USA	New York City
USA/NY-NYUMC514/2020	New York City	USA	New York City
USA/NY-NYUMC529/2020	New York City	USA	New York City
USA/NY-NYUMC541/2020	New York City	USA	New York City
USA/NY-NYUMC542/2020	New York City	USA	New York City
USA/NY-NYUMC548/2020	New York City	USA	New York City
USA/NY-NYUMC550/2020	New York City	USA	New York City
USA/NY-NYUMC58/2020	New York City	USA	New York City
USA/NY-NYUMC606/2020	New York City	USA	New York City
USA/NY-NYUMC610/2020	New York City	USA	New York City
USA/NY-NYUMC63/2020	New York City	USA	New York City
USA/NY-NYUMC64/2020	New York City	USA	New York City
USA/NY-NYUMC656/2020	New York City	USA	New York City
USA/NY-NYUMC664/2020	New York City	USA	New York City
USA/NY-NYUMC680/2020	New York City	USA	New York City
USA/NY-NYUMC688/2020	New York City	USA	New York City
USA/NY-NYUMC700/2020	New York City	USA	New York City
USA/NY-NYUMC701/2020	New York City	USA	New York City
USA/NY-NYUMC710/2020	New York City	USA	New York City
USA/NY-NYUMC721/2020	New York City	USA	New York City
USA/NY-NYUMC748/2020	New York City	USA	New York City
USA/NY-NYUMC764/2020	New York City	USA	New York City
USA/NY-NYUMC770/2020	New York City	USA	New York City
USA/NY-NYUMC778/2020	New York City	USA	New York City
USA/NY-NYUMC779/2020	New York City	USA	New York City
USA/NY-NYUMC780/2020	New York City	USA	New York City
USA/NY-NYUMC781/2020	New York City	USA	New York City
USA/NY-NYUMC796/2020	New York City	USA	New York City
USA/NY-NYUMC8/2020	New York City	USA	New York City
USA/NY-NYUMC81/2020	New York City	USA	New York City
USA/NY-NYUMC812/2020	New York City	USA	New York City
USA/NY-NYUMC889/2020	New York City	USA	New York City
USA/NY-NYUMC891/2020	New York City	USA	New York City
USA/NY-NYUMC895/2020	New York City	USA	New York City
USA/NY-NYUMC902/2020	New York City	USA	New York City
USA/NY-NYUMC906/2020	New York City	USA	New York City
USA/NY-NYUMC907/2020	New York City	USA	New York City
USA/NY-NYUMC912/2020	New York City	USA	New York City
USA/NY-NYUMC920/2020	New York City	USA	New York City
USA/NY-NYUMC926/2020	New York City	USA	New York City
USA/NY-PV08122/2020	New York City	USA	New York City
USA/NY-PV08133/2020	New York City	USA	New York City
USA/NY-PV08146/2020	New York City	USA	New York City
USA/NY-PV08148/2020	New York City	USA	New York City
USA/NY-PV08410/2020	New York City	USA	New York City
USA/NY-PV08414/2020	New York City	USA	New York City
USA/NY-PV08468/2020	New York City	USA	New York City
USA/NY-PV09021/2020	New York City	USA	New York City
USA/NY-PV09025/2020	New York City	USA	New York City
USA/NY-PV09061/2020	New York City	USA	New York City
USA/NY-PV09067/2020	New York City	USA	New York City
USA/NY-PV09071/2020	New York City	USA	New York City
USA/NY-PV09073/2020	New York City	USA	New York City
USA/NY-PV09087/2020	New York City	USA	New York City
USA/NY-PV09120/2020	New York City	USA	New York City
USA/NY-PV09128/2020	New York City	USA	New York City
USA/NY-PV09139/2020	New York City	USA	New York City
USA/NY-PV09164/2020	New York City	USA	New York City
USA/NY-PV09176/2020	New York City	USA	New York City
USA/NY-PV09193/2020	New York City	USA	New York City
USA/NY-PV09308/2020	New York City	USA	New York City
USA/NY-PV09323/2020	New York City	USA	New York City
USA/NY-PV09377/2020	New York City	USA	New York City
USA/NY-PV09380/2020	New York City	USA	New York City
USA/NY-PV09393/2020	New York City	USA	New York City
USA/NY-PV09394/2020	New York City	USA	New York City
USA/NY-PV09398/2020	New York City	USA	New York City
USA/NY-PV09400/2020	New York City	USA	New York City
USA/NY-PV09410/2020	New York City	USA	New York City
USA/NY-PV09416/2020	New York City	USA	New York City
USA/NY-PV09444/2020	New York City	USA	New York City
USA/NY-PV09456/2020	New York City	USA	New York City
USA/NY-PV09466/2020	New York City	USA	New York City
USA/NY-PV09483/2020	New York City	USA	New York City
USA/NY-SURV0302/2020	New York City	USA	New York City
USA/NY-SURV0862/2020	New York City	USA	New York City
USA/NY-SURV0874/2020	New York City	USA	New York City
USA/NY-WCMP10A02P/2020	New York City	USA	New York City
USA/NY-WCMP10A05P/2020	New York City	USA	New York City
USA/NY-WCMP10C09P/2020	New York City	USA	New York City
USA/NY-WCMP10G06P/2020	New York City	USA	New York City
USA/NY-WCMP10G10P/2020	New York City	USA	New York City
USA/NY-WCMP10H01P/2020	New York City	USA	New York City
USA/NY-WCMP11C05P/2020	New York City	USA	New York City
USA/NY-WCMP11F04P/2020	New York City	USA	New York City
USA/NY-WCMP12H01P/2020	New York City	USA	New York City
USA/NY-WCMP9B09P/2020	New York City	USA	New York City
USA/NY-WCMP9E04P/2020	New York City	USA	New York City
USA/NY-WCMP9G04P/2020	New York City	USA	New York City
USA/TX-DSHS-0011/2020	North America	USA	USA-South
USA/TX-HMH0370/2020	North America	USA	USA-South
USA/UT-02452/2020	North America	USA	USA-West
USA/UT-0445/2020	North America	USA	USA-West
USA/WA-S1216/2020	North America	USA	USA-West
USA/WA-S2071/2020	North America	USA	USA-West
USA/WA-S2109/2020	North America	USA	USA-West
USA/WA-S2535/2020	North America	USA	USA-West
USA/WA-S303/2020	North America	USA	USA-West
USA/WA-S82/2020	North America	USA	USA-West
USA/WA-UW-11829/2020	North America	USA	USA-West
USA/WA-UW-3497/2020	North America	USA	USA-West
USA/WA-UW199/2020	North America	USA	USA-West
USA/WA-UW320/2020	North America	USA	USA-West
USA/WA-UW341/2020	North America	USA	USA-West
USA/WA-UW372/2020	North America	USA	USA-West
USA/WI-UW-1054/2020	North America	USA	USA-Midwest
USA/WI-UW-791/2020	North America	USA	USA-Midwest
USA/WI-UW-907/2020	North America	USA	USA-Midwest
USA/WY-WYPHL-20007938/2020	North America	USA	USA-West
Ukraine/203100320/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100328/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100337/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100357/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100360/2020	Eastern Europe	Ukraine	Ukraine
Ukraine/203100364/2020	Eastern Europe	Ukraine	Ukraine
UnitedArabEmirates/L1189/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L1758/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L4280/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L5630/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L6599/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L9119/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/L9768/2020	Western Asia	United Arab Emirates	United Arab Emirates
UnitedArabEmirates/P1/2020	Western Asia	United Arab Emirates	United Arab Emirates
Uruguay/Mdeo-1/2020	South America	Uruguay	Uruguay
Uruguay/UY-6/2020	South America	Uruguay	Uruguay
Uruguay/UY-652/2020	South America	Uruguay	Uruguay
Uruguay/UY-8M/2020	South America	Uruguay	Uruguay
Uruguay/UY-AT/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC860/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC866/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC871/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC875/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC934/2020	South America	Uruguay	Uruguay
Uruguay/UY-NYUMC935/2020	South America	Uruguay	Uruguay
Venezuela/VEN-89312/2020	South America	Venezuela	Venezuela
Venezuela/VEN-95072/2020	South America	Venezuela	Venezuela
Wales/PHWC-15CEDD/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-15DFD9/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-163091/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-164DB7/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-1689EC/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-169392/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-265C9/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-26DB2/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-27425/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-29D73/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-3232A/2020	Northern Europe	United Kingdom	United Kingdom
Wales/PHWC-35BC5/2020	Northern Europe	United Kingdom	United Kingdom
Wuhan/IPBCAMS-WH-01/2019	Eastern Asia	China	China
Wuhan/IPBCAMS-WH-04/2019	Eastern Asia	China	China
Wuhan/IPBCAMS-WH-05/2020	Eastern Asia	China	China
Wuhan/WH01/2019	Eastern Asia	China	China
Wuhan/WH02/2019	Eastern Asia	China	China
Wuhan/WH03/2020	Eastern Asia	China	China
Iran/COVID19-IRVSH2/2020	Southern Asia	Iran	Iran
USA/MA-DPH-00299/2020	North America	USA	USA-Northeast
Brazil/RJ-DCVN2/2020	South America	Brazil	Brazil
Iran/COVID19-IRVSH1/2020	Southern Asia	Iran	Iran
USA/SEARCH-0673-SAN/2020	North America	USA	USA
Mexico/SEARCH-1710-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1704-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1692-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1479-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1478-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1476-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1474-TIJ/2020	Central America	Mexico	Mexico
Mexico/SEARCH-1473-TIJ/2020	Central America	Mexico	Mexico
USA/SEARCH-1184-CS1/2020	North America	USA	USA
USA/FL-CDC-7169/2020	North America	USA	USA-South
USA/TX-CDC-TX1/2020	North America	USA	USA-South
USA/CA-CDC-CA7/2020	North America	USA	USA-West
USA/MA-CDC-MA1/2020	North America	USA	USA-Northeast
USA/CA-CDC-CA1/2020	North America	USA	USA-West
Egypt/CUNCI-HGC7I030/2020	Northern Africa	Egypt	Egypt
Turkey/Kafkas-SARSCoV2-0016/2020	Western Asia	Turkey	Turkey
Bangladesh/BCSIR_NILMRC_248/2020	Southern Asia	Bangladesh	Bangladesh
Bahrain/wuhan-hu-1/2020	Western Asia	Bahrain	Bahrain
Bahrain/Wuhan-Hu-1/2020	Western Asia	Bahrain	Bahrain
Bangladesh/BCSIR_NILMRC_205/2020	Southern Asia	Bangladesh	Bangladesh
France/Env-Di/2020	Western Europe	France	France
Italy/Naples/2020	Southern Europe	Italy	Italy
Bangladesh/BCSIR_NILMRC_021/2020	Southern Asia	Bangladesh	Bangladesh
Iran/Iran/2020	Southern Asia	Iran	Iran
Finland/nCoV-FIN-29-Jan-2020/2020	Northern Europe	Finland	Finland
Bangladesh/BCSIR_NILMRC_050/2020	Southern Asia	Bangladesh	Bangladesh
Bangladesh/DNAS_CPH_isl_471_BGD/2020	Southern Asia	Bangladesh	Bangladesh
Greece/45_35378/2020	Southern Europe	Greece	Greece
Iran/HGRC-1.1-IPI-8206/2020	Southern Asia	Iran	Iran
Italy/INMI1/2020	Southern Europe	Italy	Italy
Peru/Peru-10/2020	South America	Peru	Peru
India/166/2020	Southern Asia	India	India
